Model,Accuracy,F1_binary,F1_macro,AUC,Precision_UP,Recall_UP,TP,FP,TN,FN,Selected_On,CV_Acc,Params
Stacking,0.5202380952380953,0.4662251655629139,0.5152747449436191,0.5374441597315132,0.5222551928783383,0.42105263157894735,176,161,261,242,test,,predefined
