Model,MAE,RMSE,R2,DA%,Time_s
XGBoost_v2,0.014175723740490455,0.019664026463170392,-0.01511227714118224,50.0,38.9
LightGBM_v2,0.014457089358019946,0.01981375810284311,-0.030630269493777673,50.357142857142854,75.9
GBM_v2,0.014931175817923163,0.020293597430511935,-0.08115325989543276,50.23809523809524,79.9
