Model,Split,Threshold,Accuracy,BalancedAcc,F1_binary,F1_macro,Precision_UP,Recall_UP,Precision_DOWN,Recall_DOWN,AUC,MCC,LogLoss,Brier,TP,FP,TN,FN,PosRate,TargetUpRate,Coverage,N,Experiment,ModelType,Scheme,FeatureSet,FeatureCount,ThresholdMode,Margin,ModelConfig
XGB_step50_3,test_selective,0.5,0.5261382799325464,0.5147798956981167,0.2466487935656836,0.4505076686155601,0.5348837209302325,0.1602787456445993,0.52465483234714,0.869281045751634,0.5492815012183735,0.0419517248145133,0.8569579074343634,0.3083361464755519,46,40,266,241,0.1450252951096121,0.4839797639123103,0.705952380952381,593,weight_decay,XGB,step_50pct_3x,all,27.0,selective_fixed_0.5,0.1,XGB_step50_3
LGBM_exp100,test_selective,0.5,0.5260115606936416,0.5253568682512619,0.5444444444444444,0.5252342704149933,0.5355191256830601,0.5536723163841808,0.5153374233128835,0.4970414201183432,0.5116170226991609,0.0507850925489752,0.9546357049975394,0.3365170123878684,98,85,84,79,0.5289017341040463,0.5115606936416185,0.4119047619047619,346,weight_decay,LGBM,exp_hl100,all,27.0,selective_fixed_0.5,0.2,LGBM_exp100
LGBM_small_step50_3,test_selective,0.5,0.525974025974026,0.5270969714219453,0.2772277227722772,0.4622853589706797,0.5894736842105263,0.1812297734627831,0.5143953934740882,0.8729641693811075,0.5622529331773188,0.0750271608105201,0.7460380400820171,0.2730121907670385,56,39,268,253,0.1542207792207792,0.5016233766233766,0.7333333333333333,616,weight_decay,LGBM_small,step_50pct_3x,all,27.0,selective_fixed_0.5,0.06,LGBM_small_step50_3
ENS_XGB_LGBM_STEP,test_selective,0.5,0.5259391771019678,0.5157498975199836,0.2182890855457227,0.4390546839795365,0.5522388059701493,0.1360294117647058,0.5223577235772358,0.8954703832752613,0.5672268907563025,0.0484744818583498,0.8571234896172608,0.3094395173487498,37,30,257,235,0.1198568872987477,0.4865831842576029,0.6654761904761904,559,ensemble,average_proba_ensemble,"XGB_step50_3,LGBM_step50_3",from_members,,selective_fixed_0.5,0.12,ENS_XGB_LGBM_STEP
ENS_TOP5_VAL,test_selective,0.5,0.525879917184265,0.5126145608073319,0.1486988847583643,0.4100739760951076,0.5714285714285714,0.0854700854700854,0.5223214285714286,0.9397590361445785,0.5478666803968009,0.0486336318957851,0.7572904001273705,0.2779250836721589,20,15,234,214,0.072463768115942,0.484472049689441,0.575,483,ensemble,average_proba_ensemble,"BASE_LGBM,FS_LGBM,BASE_GBM,FS_LGBM_small,BASE_SVM_RBF",from_members,,selective_fixed_0.5,0.1,ENS_TOP5_VAL
ENS_TOP3_VAL,test_selective,0.5,0.5255023183925811,0.5238365981844243,0.2566585956416465,0.4540954726221853,0.5824175824175825,0.1645962732919254,0.5161870503597122,0.8830769230769231,0.5530625895843286,0.0685623659252666,0.7914717172143361,0.2888748687180298,53,38,287,269,0.1406491499227202,0.4976816074188562,0.7702380952380953,647,ensemble,average_proba_ensemble,"BASE_LGBM,FS_LGBM,BASE_GBM",from_members,,selective_fixed_0.5,0.06,ENS_TOP3_VAL
LGBM_step50_3,test_selective,0.5,0.5253521126760563,0.5200969925945915,0.3022774327122153,0.4713094740935676,0.5447761194029851,0.2091690544412607,0.5208333333333334,0.8310249307479224,0.5649937692973196,0.0513527542742742,0.8262758358837707,0.2977073874744077,73,61,300,276,0.1887323943661971,0.4915492957746479,0.8452380952380952,710,weight_decay,LGBM,step_50pct_3x,all,27.0,selective_fixed_0.5,0.06,LGBM_step50_3
XGB_linear03,test_selective,0.5,0.5252525252525253,0.5245544112489239,0.3426573426573426,0.485557920340529,0.5536723163841808,0.2481012658227848,0.5170731707317073,0.801007556675063,0.5648503013104613,0.058942578576933,0.7866623150052845,0.2851628034286283,98,79,318,297,0.2234848484848484,0.4987373737373737,0.9428571428571428,792,weight_decay,XGB,linear_03,all,27.0,selective_fixed_0.5,0.02,XGB_linear03
LGBM_linear03,test_selective,0.5,0.525089605734767,0.5121943376082119,0.2363112391930835,0.4458539290893896,0.5256410256410257,0.1524163568773234,0.525,0.8719723183391004,0.5619685880037559,0.0351435275262111,0.8362121383856934,0.3016488950363089,41,37,252,228,0.1397849462365591,0.482078853046595,0.6642857142857143,558,weight_decay,LGBM,linear_03,all,27.0,selective_fixed_0.5,0.12,LGBM_linear03
LGBM_exp100,test_selective,0.5,0.5249110320284698,0.5243055555555556,0.5420240137221269,0.5242467573231706,0.535593220338983,0.5486111111111112,0.5131086142322098,0.5,0.5153588807785888,0.048656451696103,0.8704650789655405,0.3108678905614941,158,137,137,130,0.5249110320284698,0.5124555160142349,0.669047619047619,562,weight_decay,LGBM,exp_hl100,all,27.0,selective_fixed_0.5,0.1,LGBM_exp100
GBM_exp250,test_selective,0.5,0.524701873935264,0.5119939506747324,0.3211678832116788,0.4777530110684869,0.5038167938931297,0.2357142857142857,0.5307017543859649,0.7882736156351792,0.5262680316426245,0.0287754675174125,0.8065071390472535,0.2940481982833292,66,65,242,214,0.2231686541737649,0.4770017035775127,0.6988095238095238,587,weight_decay,GBM,exp_hl250,all,27.0,selective_fixed_0.5,0.1,GBM_exp250
LGBM_step50_3,test_selective,0.5,0.5245683930942895,0.5195187354456283,0.3193916349809886,0.4770427562660044,0.5384615384615384,0.227027027027027,0.5209380234505863,0.8120104438642297,0.5599675393409075,0.048154009896352,0.8187009681599374,0.294996768793014,84,72,311,286,0.2071713147410358,0.4913678618857902,0.8964285714285715,753,weight_decay,LGBM,step_50pct_3x,all,27.0,selective_fixed_0.5,0.04,LGBM_step50_3
LGBM_exp100,test_selective,0.5,0.5245641838351822,0.5245931283905967,0.5327102803738317,0.5244196563159481,0.5229357798165137,0.5428571428571428,0.5263157894736842,0.5063291139240507,0.5183242917420132,0.049218902202146,0.8519814434109192,0.3046556492504357,171,156,160,144,0.5182250396196514,0.4992076069730586,0.7511904761904762,631,weight_decay,LGBM,exp_hl100,all,27.0,selective_fixed_0.5,0.08,LGBM_exp100
LGBM_linear01,test_selective,0.5,0.5243055555555556,0.5124361898555447,0.2126436781609195,0.435923829130211,0.5362318840579711,0.1326164874551971,0.5226824457593688,0.8922558922558923,0.5462269046498437,0.0382797542003763,0.8664580294423176,0.3117777088732815,37,32,265,242,0.1197916666666666,0.484375,0.6857142857142857,576,weight_decay,LGBM,linear_01,all,27.0,selective_fixed_0.5,0.12,LGBM_linear01
GBM_exp100,test_selective,0.5,0.5239520958083832,0.5248206599713056,0.5046728971962616,0.5232298203560559,0.5364238410596026,0.4764705882352941,0.5136612021857924,0.573170731707317,0.4808464849354376,0.0498626880150295,0.9793800159949978,0.3449895543706807,81,70,94,89,0.4520958083832335,0.5089820359281437,0.3976190476190476,334,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.2,GBM_exp100
ENS_TOP3_VAL,test_selective,0.5,0.5237226277372263,0.5178390620836664,0.1919504643962848,0.4271524637634723,0.5849056603773585,0.1148148148148148,0.5171717171717172,0.920863309352518,0.5565947242206235,0.0603483997374547,0.8088716665338652,0.2957248293773214,31,22,256,239,0.0967153284671532,0.4927007299270073,0.6523809523809524,548,ensemble,average_proba_ensemble,"BASE_LGBM,FS_LGBM,BASE_GBM",from_members,,selective_fixed_0.5,0.1,ENS_TOP3_VAL
LGBM_small_step50_3,test_selective,0.5,0.5232558139534884,0.5018436578171092,0.1422594142259414,0.4060733464044361,0.4857142857142857,0.0833333333333333,0.5265822784810127,0.9203539823008848,0.5501041124414368,0.0067335958747531,0.766454950376299,0.2817736877108614,17,18,208,187,0.0813953488372093,0.4744186046511628,0.5119047619047619,430,weight_decay,LGBM_small,step_50pct_3x,all,27.0,selective_fixed_0.5,0.12,LGBM_small_step50_3
LGBM_linear03,test_selective,0.5,0.5231788079470199,0.5047719576021463,0.238095238095238,0.4455536431440046,0.4891304347826087,0.1573426573426573,0.529296875,0.8522012578616353,0.5432005101816424,0.0132615490048654,0.8270981058664776,0.298585560118129,45,47,271,241,0.152317880794702,0.4735099337748344,0.719047619047619,604,weight_decay,LGBM,linear_03,all,27.0,selective_fixed_0.5,0.1,LGBM_linear03
LGBM_linear03,test_selective,0.5,0.5230547550432276,0.512156487756205,0.285097192224622,0.4636296771933921,0.515625,0.1970149253731343,0.5247349823321554,0.8272980501392758,0.5450629859061239,0.0313252495939457,0.8107054428282094,0.2927627556017832,66,62,297,269,0.1844380403458213,0.4827089337175792,0.8261904761904761,694,weight_decay,LGBM,linear_03,all,27.0,selective_fixed_0.5,0.06,LGBM_linear03
ENS_TOP5_VAL,test_selective,0.5,0.5229357798165137,0.5209570140721196,0.3132075471698113,0.4738728498901265,0.5496688741721855,0.2189973614775725,0.5163398692810458,0.8229166666666666,0.5423743953386104,0.0525993567533349,0.7346169749347465,0.2680989105499066,83,68,316,296,0.1979030144167758,0.4967234600262123,0.9083333333333332,763,ensemble,average_proba_ensemble,"BASE_LGBM,FS_LGBM,BASE_GBM,FS_LGBM_small,BASE_SVM_RBF",from_members,,selective_fixed_0.5,0.02,ENS_TOP5_VAL
ENS_TOP3_VAL,test_selective,0.5,0.5226130653266332,0.5167710648615882,0.2105263157894736,0.4341947305237884,0.5671641791044776,0.1292517006802721,0.5169811320754717,0.9042904290429042,0.550122359174693,0.0531263865060941,0.800413000903199,0.2924821887521069,38,29,274,256,0.1122278056951423,0.4924623115577889,0.7107142857142857,597,ensemble,average_proba_ensemble,"BASE_LGBM,FS_LGBM,BASE_GBM",from_members,,selective_fixed_0.5,0.08,ENS_TOP3_VAL
LGBM_linear01,test_selective,0.5,0.5225806451612903,0.5122423686978619,0.241025641025641,0.446395173453997,0.5280898876404494,0.1561461794019933,0.5216572504708098,0.8683385579937304,0.5426946750122372,0.0349005102089207,0.856187272753319,0.3083795687327261,47,42,277,254,0.1435483870967742,0.4854838709677419,0.7380952380952381,620,weight_decay,LGBM,linear_01,all,27.0,selective_fixed_0.5,0.1,LGBM_linear01
LGBM_step50_3,test_selective,0.5,0.5225,0.5177148001575482,0.3344947735191638,0.481087542705001,0.5303867403314917,0.2442748091603053,0.5201938610662359,0.7911547911547911,0.5550074710380053,0.0423326173442972,0.8115661897656341,0.292473680759778,96,85,322,297,0.22625,0.49125,0.9523809523809524,800,weight_decay,LGBM,step_50pct_3x,all,27.0,selective_fixed_0.5,0.02,LGBM_step50_3
GBM_exp250,test_selective,0.5,0.5223880597014925,0.5048066174826739,0.292817679558011,0.4661271496381605,0.4818181818181818,0.2103174603174603,0.5328638497652582,0.7992957746478874,0.5214201877934272,0.0118803122593753,0.8169064171840074,0.2980605961738279,53,57,227,199,0.2052238805970149,0.4701492537313433,0.638095238095238,536,weight_decay,GBM,exp_hl250,all,27.0,selective_fixed_0.5,0.12,GBM_exp250
XGB_step50_3,test_selective,0.5,0.521193092621664,0.5144230769230769,0.2720763723150358,0.4576756130581026,0.5327102803738317,0.1826923076923076,0.5188679245283019,0.8461538461538461,0.5521597633136095,0.0385724361910859,0.8479292788553376,0.3054340883746154,57,50,275,255,0.1679748822605965,0.4897959183673469,0.7583333333333333,637,weight_decay,XGB,step_50pct_3x,all,27.0,selective_fixed_0.5,0.08,XGB_step50_3
ENS_TOP5_VAL,test_selective,0.5,0.5209471766848816,0.5158286654808995,0.1907692307692307,0.4252681858891432,0.5740740740740741,0.1143911439114391,0.5151515151515151,0.9172661870503596,0.5543948604953677,0.0531473800706675,0.7520925907000148,0.2758069499675896,31,23,255,240,0.0983606557377049,0.4936247723132969,0.6535714285714286,549,ensemble,average_proba_ensemble,"BASE_LGBM,FS_LGBM,BASE_GBM,FS_LGBM_small,BASE_SVM_RBF",from_members,,selective_fixed_0.5,0.08,ENS_TOP5_VAL
LGBM_linear03,test_selective,0.5,0.5201863354037267,0.5069072115152393,0.2625298329355608,0.4534743526012672,0.5,0.1779935275080906,0.5243445692883895,0.835820895522388,0.5464618654301309,0.0183386525853076,0.8205275525308905,0.2964281772032784,55,55,280,254,0.170807453416149,0.4798136645962733,0.7666666666666667,644,weight_decay,LGBM,linear_03,all,27.0,selective_fixed_0.5,0.08,LGBM_linear03
XGB_step50_3,test_selective,0.5,0.52,0.5158447921605817,0.2956521739130435,0.4658036150464094,0.5354330708661418,0.2042042042042042,0.5164233576642335,0.827485380116959,0.5522627891048943,0.0405377437027235,0.8398618393099961,0.3026327128799903,68,59,283,265,0.1881481481481481,0.4933333333333333,0.8035714285714286,675,weight_decay,XGB,step_50pct_3x,all,27.0,selective_fixed_0.5,0.06,XGB_step50_3
LGBM_linear01,test_selective,0.5,0.5197568389057751,0.5126164596273292,0.2651162790697674,0.4542285684287889,0.5277777777777778,0.1770186335403726,0.5181818181818182,0.8482142857142857,0.5441992014196984,0.0340542915625212,0.8484287694453213,0.3058232577436086,57,51,285,265,0.1641337386018237,0.4893617021276595,0.7833333333333333,658,weight_decay,LGBM,linear_01,all,27.0,selective_fixed_0.5,0.08,LGBM_linear01
LGBM_small_step50_3,test_selective,0.5,0.5194805194805194,0.5181409295352324,0.3018867924528302,0.4677750793947319,0.5454545454545454,0.208695652173913,0.5133689839572193,0.8275862068965517,0.5489005497251375,0.0461976947925433,0.7417443135765912,0.271242566685855,72,60,288,273,0.1904761904761904,0.4978354978354978,0.825,693,weight_decay,LGBM_small,step_50pct_3x,all,27.0,selective_fixed_0.5,0.04,LGBM_small_step50_3
LGBM_exp100,test_selective,0.5,0.5193965517241379,0.518461366847624,0.5420944558521561,0.5182127608058966,0.5301204819277109,0.5546218487394958,0.5069767441860465,0.4823008849557522,0.5133487023127836,0.0370098770685699,0.9059838215804374,0.3228294033032228,132,117,109,106,0.5366379310344828,0.5129310344827587,0.5523809523809524,464,weight_decay,LGBM,exp_hl100,all,27.0,selective_fixed_0.5,0.15,LGBM_exp100
LGBM_exp100,test_selective,0.5,0.5192307692307693,0.5181828950485667,0.5421245421245421,0.5180258338153074,0.5323741007194245,0.5522388059701493,0.5041322314049587,0.4841269841269841,0.5140665719023928,0.0364359933479458,0.8861409336015363,0.3164598904182,148,130,122,120,0.5346153846153846,0.5153846153846153,0.6190476190476191,520,weight_decay,LGBM,exp_hl100,all,27.0,selective_fixed_0.5,0.12,LGBM_exp100
GBM_exp100,test_selective,0.5,0.5190156599552572,0.5200372506608988,0.4988344988344988,0.5182344537183247,0.5323383084577115,0.4692982456140351,0.508130081300813,0.5707762557077626,0.5016622606745174,0.0402709639674668,0.92155667922727,0.327805799469909,107,94,125,121,0.4496644295302013,0.5100671140939598,0.5321428571428571,447,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.15,GBM_exp100
LGBM_linear01,test_selective,0.5,0.518361581920904,0.5149640861931365,0.3054989816700611,0.4684251665107062,0.5319148936170213,0.2142857142857142,0.5149911816578483,0.8156424581005587,0.5463846767757382,0.0374674940019984,0.837989871212265,0.302142603023025,75,66,292,275,0.1991525423728813,0.4943502824858757,0.8428571428571429,708,weight_decay,LGBM,linear_01,all,27.0,selective_fixed_0.5,0.06,LGBM_linear01
LGBM_exp100,test_selective,0.5,0.5180375180375181,0.5179160419790105,0.5322128851540616,0.5175945378151261,0.5191256830601093,0.5459770114942529,0.5168195718654435,0.4898550724637681,0.518615692153923,0.0358886248327359,0.8398948961850883,0.3008188211921459,190,176,169,158,0.5281385281385281,0.5021645021645021,0.825,693,weight_decay,LGBM,exp_hl100,all,27.0,selective_fixed_0.5,0.06,LGBM_exp100
LGBM_linear03,test_selective,0.5,0.5175675675675676,0.5127279635258358,0.3040935672514619,0.4674552634602708,0.5234899328859061,0.2142857142857142,0.5160744500846024,0.8111702127659575,0.5515913607668926,0.0317355958939117,0.8045409974752838,0.2906738718525646,78,71,305,286,0.2013513513513513,0.4918918918918919,0.8809523809523809,740,weight_decay,LGBM,linear_03,all,27.0,selective_fixed_0.5,0.04,LGBM_linear03
LGBM_small_step50_3,test_selective,0.5,0.5172872340425532,0.5142756083757781,0.3214953271028037,0.4734411620034142,0.5276073619631901,0.2311827956989247,0.5144312393887945,0.7973684210526316,0.5409663271080928,0.0346446708619491,0.7379083287328859,0.2695646068333626,86,77,303,286,0.2167553191489361,0.4946808510638298,0.8952380952380953,752,weight_decay,LGBM_small,step_50pct_3x,all,27.0,selective_fixed_0.5,0.02,LGBM_small_step50_3
GBM_exp250,test_selective,0.5,0.5166444740346205,0.5125108188254658,0.3575221238938053,0.4850577535157394,0.5153061224489796,0.2737127371273712,0.5171171171171172,0.7513089005235603,0.5300444103917479,0.0284830221692189,0.7858983830623507,0.2864742572116753,101,95,287,268,0.2609853528628495,0.4913448735019973,0.8940476190476191,751,weight_decay,GBM,exp_hl250,all,27.0,selective_fixed_0.5,0.04,GBM_exp250
LGBM_linear01,test_selective,0.5,0.5166444740346205,0.514033109200783,0.3240223463687151,0.4739282716299534,0.5272727272727272,0.2338709677419354,0.5136518771331058,0.7941952506596306,0.5439470025817801,0.0338909853095451,0.8300902130942974,0.2993530441212879,87,78,301,285,0.2197070572569907,0.4953395472703062,0.8940476190476191,751,weight_decay,LGBM,linear_01,all,27.0,selective_fixed_0.5,0.04,LGBM_linear01
LGBM_linear03,test_selective,0.5,0.5158428390367554,0.5126277231540389,0.3202846975088968,0.4721502227701964,0.5232558139534884,0.2307692307692307,0.513776337115073,0.7944862155388471,0.5494376968061179,0.0305820781338462,0.7978712215006512,0.2882717106553877,90,82,317,300,0.2179974651457541,0.494296577946768,0.9392857142857144,789,weight_decay,LGBM,linear_03,all,27.0,selective_fixed_0.5,0.02,LGBM_linear03
GBM_exp100,test_selective,0.5,0.5155615696887687,0.5148690439549165,0.4943502824858757,0.5147076087754053,0.5043227665706052,0.484764542936288,0.5255102040816326,0.544973544973545,0.5069325360184086,0.0297854914995156,0.8392972590534831,0.3009298444074622,175,172,206,186,0.469553450608931,0.4884979702300406,0.8797619047619047,739,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.04,GBM_exp100
GBM_exp100,test_selective,0.5,0.5152284263959391,0.5148949877593094,0.496042216358839,0.5145247756610821,0.5108695652173914,0.482051282051282,0.5190476190476191,0.5477386934673367,0.5085878108491173,0.0298535121357716,0.8303254106097994,0.2978207560174943,188,180,218,202,0.467005076142132,0.4949238578680203,0.938095238095238,788,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.02,GBM_exp100
LGBM_small_step50_3,test_selective,0.5,0.5147058823529411,0.5051058362074795,0.2095808383233532,0.4297241061643291,0.5072463768115942,0.1320754716981132,0.5157894736842106,0.8781362007168458,0.5510515993778319,0.0153373582817619,0.7560935281087339,0.2775761952067604,35,34,245,230,0.1268382352941176,0.4871323529411764,0.6476190476190476,544,weight_decay,LGBM_small,step_50pct_3x,all,27.0,selective_fixed_0.5,0.08,LGBM_small_step50_3
GBM_exp250,test_selective,0.5,0.5142405063291139,0.5065848158356301,0.3222958057395143,0.4718753997871431,0.5,0.2377850162866449,0.5185185185185185,0.7753846153846153,0.5327186168879979,0.0156167239838034,0.8028060878676107,0.2930692671052452,73,73,252,234,0.2310126582278481,0.485759493670886,0.7523809523809524,632,weight_decay,GBM,exp_hl250,all,27.0,selective_fixed_0.5,0.08,GBM_exp250
GBM_exp100,test_selective,0.5,0.5141776937618148,0.5145452726077137,0.49706457925636,0.5136145565386006,0.5204918032786885,0.4756554307116105,0.5087719298245614,0.5534351145038168,0.5049746976584613,0.0291770106592894,0.8932747789377172,0.3191748273044626,127,117,145,140,0.4612476370510397,0.504725897920605,0.6297619047619047,529,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.12,GBM_exp100
LGBM_linear01,test_selective,0.5,0.51375,0.5123815595389885,0.3281519861830743,0.4735764828075018,0.5248618784530387,0.2386934673366834,0.5105008077544426,0.7860696517412935,0.5424760619015475,0.0295920666644456,0.822201359145241,0.2965790716803356,95,86,316,303,0.22625,0.4975,0.9523809523809524,800,weight_decay,LGBM,linear_01,all,27.0,selective_fixed_0.5,0.02,LGBM_linear01
ENS_FINAL3,test_selective,0.5,0.5128205128205128,0.5028817974601107,0.3826714801444043,0.4901592694839669,0.4774774774774775,0.3192771084337349,0.5291666666666667,0.6864864864864865,0.4952784109410615,0.0061882271644153,0.822199210423632,0.3028604715565341,53,58,127,113,0.3162393162393162,0.4729344729344729,0.4178571428571428,351,ensemble,average_proba_ensemble,"LGBM_exp100,GBM_exp100,XGB_linear03",from_members,,selective_fixed_0.5,0.15,ENS_FINAL3
GBM_exp100,test_selective,0.5,0.5125184094256259,0.5120293704108734,0.4946564885496183,0.5119086141183369,0.5031055900621118,0.4864864864864865,0.5210084033613446,0.5375722543352601,0.5060754396014512,0.0240863512793498,0.852566034847638,0.3056073421734892,162,160,186,171,0.4742268041237113,0.4904270986745213,0.8083333333333333,679,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.06,GBM_exp100
GBM_exp250,test_selective,0.5,0.5120101137800253,0.5093574168797954,0.3588039867109635,0.4824632178452777,0.5118483412322274,0.2762148337595907,0.5120689655172413,0.7425,0.5308823529411766,0.0211567582534151,0.7816658087763855,0.2848584211948136,108,103,297,283,0.2667509481668774,0.4943109987357775,0.9416666666666668,791,weight_decay,GBM,exp_hl250,all,27.0,selective_fixed_0.5,0.02,GBM_exp250
GBM_exp100,test_selective,0.5,0.5104333868378812,0.5100296870490248,0.4925124792013311,0.5098221310735338,0.5034013605442177,0.4820846905537459,0.5167173252279635,0.5379746835443038,0.5053498536263555,0.0200890080458267,0.866924299115592,0.3106213768992438,148,146,170,159,0.4719101123595505,0.492776886035313,0.7416666666666667,623,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.08,GBM_exp100
GBM_exp100,test_selective,0.5,0.5086805555555556,0.5086805555555556,0.4919210053859964,0.5081453766425781,0.5092936802973977,0.4756944444444444,0.50814332247557,0.5416666666666666,0.5058232060185185,0.0173990155637106,0.8806757376191571,0.3153602702996134,137,132,156,151,0.4670138888888889,0.5,0.6857142857142857,576,weight_decay,GBM,exp_hl100,all,27.0,selective_fixed_0.5,0.1,GBM_exp100
GBM_exp250,test_selective,0.5,0.5072674418604651,0.4997885584762678,0.3233532934131736,0.4679623609923011,0.4850299401197604,0.2425149700598802,0.5143953934740882,0.7570621468926554,0.5282401299096722,-0.00049296722113,0.7961138674112793,0.290672807194356,81,86,268,253,0.2427325581395348,0.4854651162790697,0.819047619047619,688,weight_decay,GBM,exp_hl250,all,27.0,selective_fixed_0.5,0.06,GBM_exp250
XGB_exp100,test_selective,0.5,0.5046554934823091,0.5045776113191843,0.5128205128205128,0.5045163170163169,0.5072463768115942,0.5185185185185185,0.5019157088122606,0.4906367041198501,0.5013594118463033,0.0091586534882692,0.8894180649699525,0.3200077870127683,140,136,131,130,0.5139664804469274,0.5027932960893855,0.6392857142857142,537,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.12,XGB_exp100
ENS_FINAL3,test_selective,0.5,0.5046296296296297,0.4984555984555984,0.3515151515151515,0.4753830439223697,0.4833333333333333,0.2761904761904762,0.5128205128205128,0.7207207207207207,0.5086229086229086,-0.0034467393112929,0.8728423593948583,0.3220159281255956,29,31,80,76,0.2777777777777778,0.4861111111111111,0.2571428571428571,216,ensemble,average_proba_ensemble,"LGBM_exp100,GBM_exp100,XGB_linear03",from_members,,selective_fixed_0.5,0.2,ENS_FINAL3
XGB_exp100,test_selective,0.5,0.5043103448275862,0.5049164482611201,0.5127118644067796,0.5041629497472495,0.4938775510204081,0.5330396475770925,0.5159817351598174,0.4767932489451477,0.5018866521682559,0.0098460825099787,0.914611689928014,0.328296394367201,121,124,113,106,0.5280172413793104,0.4892241379310345,0.5523809523809524,464,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.15,XGB_exp100
XGB_exp100,test_selective,0.5,0.5017064846416383,0.502085663683818,0.5084175084175084,0.5016135984994117,0.4934640522875817,0.5243055555555556,0.5107142857142857,0.4798657718120805,0.5021788777032066,0.0041748312131658,0.8763209524650535,0.3157737473917041,151,155,143,137,0.5221843003412969,0.4914675767918088,0.6976190476190476,586,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.1,XGB_exp100
XGB_exp100,test_selective,0.5,0.5,0.5002367112911286,0.5088161209068011,0.4998388698528783,0.4950980392156863,0.5233160621761658,0.5053763440860215,0.4771573604060913,0.49957260461324,0.0004739026985301,0.8338503316589003,0.300941112603542,202,206,188,184,0.5230769230769231,0.4948717948717949,0.9285714285714286,780,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.02,XGB_exp100
XGB_exp100,test_selective,0.5,0.499184339314845,0.4993984882359203,0.5056360708534622,0.4990990271622683,0.4937106918238994,0.5181518151815182,0.5050847457627119,0.4806451612903226,0.501735334823805,-0.0012037927248671,0.8699631762752327,0.3137193392025451,157,161,149,146,0.5187601957585645,0.4942903752039151,0.7297619047619047,613,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.08,XGB_exp100
XGB_exp100,test_selective,0.5,0.4970930232558139,0.5004742547425474,0.5207756232686981,0.495861817750557,0.4771573604060913,0.573170731707317,0.5238095238095238,0.4277777777777777,0.5024390243902439,0.0009576527812832,0.975644848198638,0.3480798979362743,94,103,77,70,0.5726744186046512,0.4767441860465116,0.4095238095238095,344,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.2,XGB_exp100
XGB_exp100,test_selective,0.5,0.4958791208791209,0.4959470168685611,0.5073825503355704,0.4956040740426094,0.4947643979057591,0.5206611570247934,0.4971098265895953,0.4712328767123288,0.4996037586324012,-0.0081158648399523,0.8441455767858853,0.3047022668127874,189,193,172,174,0.5247252747252747,0.4986263736263736,0.8666666666666667,728,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.04,XGB_exp100
XGB_exp100,test_selective,0.5,0.4931921331316187,0.4935308121966852,0.5022288261515602,0.4930250448169203,0.4870317002881844,0.5184049079754601,0.5,0.4686567164179104,0.5008607270396483,-0.0129533290180869,0.8595620497392907,0.3103021754982543,169,178,157,157,0.5249621785173979,0.4931921331316187,0.7869047619047619,661,weight_decay,XGB,exp_hl100,all,27.0,selective_fixed_0.5,0.06,XGB_exp100
