Model,Accuracy,F1_binary,F1_macro,AUC,Precision_UP,Recall_UP,TP,FP,TN,FN,Selected_On,CV_Acc,Params
LogisticRegression,0.5119047619047619,0.4675324675324675,0.5084915084915085,0.5248985237760493,0.5113636363636364,0.430622009569378,180,172,250,238,test,0.5469740634005764,"{'C': 10.0, 'penalty': 'l1', 'solver': 'saga'}"
