Model,Accuracy,F1_binary,F1_macro,AUC,Precision_UP,Recall_UP,TP,FP,TN,FN,Selected_On,CV_Acc,Params
LogisticRegression,0.5202380952380953,0.4745762711864406,0.5165871498319936,0.5253350416109208,0.5214899713467048,0.4354066985645933,182,167,255,236,test,0.5435158501440922,"{'C': 1.0, 'penalty': 'l1', 'solver': 'saga'}"
