year,down_pct,up_pct
2015,0.5719844357976653,0.4280155642023346
2016,0.5287356321839081,0.47126436781609193
2017,0.46153846153846156,0.5384615384615384
2018,0.4904214559386973,0.5095785440613027
2019,0.4444444444444444,0.5555555555555556
2020,0.5,0.5
2021,0.40229885057471265,0.5977011494252874
2022,0.4942084942084942,0.5057915057915058
