Target,Model,Val_Accuracy,Val_F1_macro,Val_AUC,CV_Acc,Test_Accuracy,Test_F1_macro,Test_AUC,Params
1d_t05,XGB,0.5813953488372093,0.5639534883720931,0.5793067226890757,0.522429906542056,0.5040783034257749,0.4810986612015772,0.5228288531040826,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01}"
1d_raw,XGB,0.5769230769230769,0.5748855461085677,0.5913233901515152,0.5240677966101694,0.5214285714285715,0.48686777818975313,0.5258395881992789,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01}"
1d_t03,GBM,0.5506607929515418,0.4502849002849003,0.5178823529411763,0.5236514522821576,0.5348837209302325,0.5329735600583783,0.5364229709684255,"{'n_estimators': 200, 'min_samples_leaf': 10, 'max_depth': 3, 'learning_rate': 0.01}"
