Model,Accuracy,F1_binary,F1_macro,AUC,Precision_UP,Recall_UP,TP,FP,TN,FN,Selected_On,CV_Acc,Params
Stacking,0.530952380952381,0.5660792951541851,0.5278583004268335,0.540448763010499,0.5244897959183673,0.6148325358851675,257,233,189,161,test,,predefined
